Standard Work Content Title Name,Standard Work Content ID,Standard Work Content UID,Asset Family Name,File code associated,Maintenance Task ID
"Perform Post Operations",	124535,	0001a48f-08a5-4310-a8a8-3d108ba8c2f0,"als_AGH-REDA-C-ARZ",EQ-101187044|EQ-100111966|EQ-101519236|EQ-100135613|EQ-101452751|EQ-101321650|EQ-100376145|EQ-101320683|EQ-100215492|EQ-100282057|EQ-100208102|EQ-101431362|EQ-100660193|EQ-2010106|EQ-101026083|EQ-100170150|EQ-101377914|EQ-100197789|EQ-100619102|EQ-102018873|EQ-102761081|EQ-2010103|EQ-100156465|EQ-100471024|EQ-101187046|EQ-100518659|EQ-100975986|EQ-101711949|EQ-101373790|EQ-100401543|EQ-102761080|EQ-101571067|EQ-100215496|EQ-100215338|EQ-2010102|EQ-100215499|EQ-100445664|EQ-100618714|EQ-101903566|EQ-100567902|EQ-2010100|EQ-101188686|EQ-101182637|EQ-2011624|EQ-100251565|EQ-102022796|EQ-101182698|EQ-100215336|EQ-102736100|EQ-100215330|EQ-2010127|EQ-100264663|EQ-100377108|EQ-101187872|EQ-100567950|EQ-101188693|EQ-100215475|EQ-102877733|EQ-2010105|EQ-103138080|EQ-100674276|EQ-100619159|EQ-2010110|EQ-102057888|EQ-100215477|EQ-102735454|EQ-100196719|EQ-100178447|EQ-100215325|EQ-100627204|EQ-101461202|EQ-100027281|EQ-100215490|EQ-2010101|EQ-2010107|EQ-2010128|EQ-100437206,P00410002
"Perform Post Operations",	124535,	0001a48f-08a5-4310-a8a8-3d108ba8c2f0,"cpl_PKR-TEST-CLAMP",EQ-100694506|EQ-100360585|EQ-102071358|EQ-102950677|EQ-102679939,MXT336695|MXT336679|MXT336672|MXT336678|MXT336691|MXT336673|MXT336692|MXT336681|MXT336676|MXT336690|MXT336689|MXT336684|MXT336675|MXT336694|MXT336687|MXT336688|MXT336682|MXT336670|MXT336693
"Perform Post Operations",	124535,	0001a48f-08a5-4310-a8a8-3d108ba8c2f0,"cpl_WPTBAY",EQ-101653059,MXT336794|MXT336793|MXT336743
"Perform Post Operations",	124535,	0001a48f-08a5-4310-a8a8-3d108ba8c2f0,"wl_CSES-D",CSES-D,MXT335608|MXT335612|MXT335611|MXT335610|MXT335609|MXT335607
"Perform Post Operations",	124535,	0001a48f-08a5-4310-a8a8-3d108ba8c2f0,"Publish1",fff|abc|sss,xxx
"Perform Post Operations",	124535,	0001a48f-08a5-4310-a8a8-3d108ba8c2f0,"cpl_CMPWAK96",EQ-103340230,MXT336716
"Perform Post Operations",	124535,	0001a48f-08a5-4310-a8a8-3d108ba8c2f0,"cpl_TORQMACH",TORQMACH,MXT336262|MXT336373|MXT336375|MXT336374|MXT336376|MXT336261|MXT336371
"Perform Post Operations",	124535,	0001a48f-08a5-4310-a8a8-3d108ba8c2f0,"METROFBGC",METROFBGC,MXT60105
"Perform Post Operations",	124535,	0001a48f-08a5-4310-a8a8-3d108ba8c2f0,"cpl_PCTW-10-PA",EQ-102005239,MXT336656|MXT336657
"Perform Post Operations",	124535,	0001a48f-08a5-4310-a8a8-3d108ba8c2f0,"164",,MXT339866
"Perform Post Operations",	124535,	0001a48f-08a5-4310-a8a8-3d108ba8c2f0,"cpl_PGSB-AB",EQ-P792412,MXT336719
"Perform Post Operations",	124535,	0001a48f-08a5-4310-a8a8-3d108ba8c2f0,"LDCA-C QA  Testing",LDCA-C,MXT30775
"ARC6C-CA",	113868,	ARC6C_CA,"ASD-MK ADI",ASD-MK,MXT339319
"ARC6C-CA",	113868,	ARC6C_CA,"163 Cementing Pump Skid",CPF-573|CPS-163,MXT328733 
"TeleScope MMA: Service Level 4 ",	0,	0003488770,"IRDV-BA",IRDV-BA,MXT69374|MXT69372
"TeleScope MMA: Service Level 4 ",	0,	0003488770,"ESD-CD QA testing",ESD-CD,MXT107590
"TeleScope MMA: Service Level 4 ",	0,	0003488770,"MT-INSPECT-TESTING-2",VST-BB,MXT50209
"TeleScope MMA: Service Level 4 ",	0,	0003488770,"MT-INSPECT-TESTING",DVJK-AB,MXT97615|MXT73742
"TeleScope MMA: Service Level 4 ",	0,	0003488770,"LDCA-C QA  Testing",LDCA-C,MXT127170
"TeleScope MMA: Service Level 4 ",	0,	0003488770,"Inspect TEst",TQPR-BA,MXT72535
"Prepare Resources for Rig Up",	168936,	00c77445-f8e6-42fd-a844-e2e2c9654acf,"als_AGH-REDA-C-ARZ",EQ-102736100|EQ-100215330|EQ-100264663|EQ-100377108|EQ-2010127|EQ-100567950|EQ-101187872|EQ-103138080|EQ-2010105|EQ-102877733|EQ-100215475|EQ-101188693|EQ-101461202|EQ-100215490|EQ-100027281|EQ-100437206|EQ-2010128|EQ-2010107|EQ-2010101|EQ-100215325|EQ-100178447|EQ-100196719|EQ-102735454|EQ-100215477|EQ-102057888|EQ-2010110|EQ-100674276|EQ-100619159|EQ-2010100|EQ-2011624|EQ-101182637|EQ-101188686|EQ-100567902|EQ-101903566|EQ-100251565|EQ-100618714|EQ-102761080|EQ-100445664|EQ-2010102|EQ-100215338|EQ-100215499|EQ-101571067|EQ-100215496|EQ-100215336|EQ-101182698|EQ-102022796|EQ-101373790|EQ-100401543|EQ-101711949|EQ-100975986|EQ-101187046|EQ-100518659|EQ-100471024|EQ-100156465|EQ-102761081|EQ-2010103|EQ-102018873|EQ-100619102|EQ-100197789|EQ-2010106|EQ-101377914|EQ-100170150|EQ-101026083|EQ-100660193|EQ-101431362|EQ-100208102|EQ-100627204|EQ-100215492|EQ-101320683|EQ-100376145|EQ-100282057|EQ-101321650|EQ-101452751|EQ-100135613|EQ-101519236|EQ-100111966|EQ-101187044,Main0034003|Main0034004
"Before - Prepare for mixing - Daily Mud System Inspection",	125109,	00292ab1-c452-4323-a8da-19e29b761e58,"abc",MPSR-HJ,MXT4881
"Logging Equipment Head LEH-ST Maintenance SWI – SLS-3",	172700,	0003609092,"HEADS-LEH",LEH-ST,MXT246400
"N Level Sub steps (Conditional/Non Conditional)",	114701,	47bbb14d-0b25-4289-aae6-3f652f5b2987,"FGCA-B ADI",FGCA-B,MXT339776|MXT339777|MXT339621|MXT339622|MXT339778|MXT339937
"Telescope Collar Inspection [POC]",	172502,	fa72e45f-2591-42c6-a32e-7c3dfd65493f,"FGCA-B ADI",FGCA-B,MXT335669
"Telescope Collar Inspection [POC]",	172502,	fa72e45f-2591-42c6-a32e-7c3dfd65493f,"RCAR-DA Family",RCAR-FD|RCAR-DA,MXT57892|MXT336333
"Telescope Collar Inspection [POC]",	172502,	fa72e45f-2591-42c6-a32e-7c3dfd65493f,"PTV-GA test",PTV-GA,MXT338131|MXT338132
"Telescope Collar Inspection [POC]",	172502,	fa72e45f-2591-42c6-a32e-7c3dfd65493f,"MZBOP-A LOAD WO",MZBOP-A,MXT336320
"Telescope Collar Inspection [POC]",	172502,	fa72e45f-2591-42c6-a32e-7c3dfd65493f,"ASD-MK ADI",ASD-MK,MXT331325|MXT336364|MXT339242
"DHT - Wash and Clean Unit SWIs",	0,	0003457935,"IRDV-AB",IRDV-AB,MXT1888
"DHT - Wash and Clean Unit SWIs",	0,	0003457935,"IRDV-BA",IRDV-BA,MXT4920
"Assemble TPS-Line FL Pump",	188244,	39db74da-201e-4eff-abc7-3eead898bcbb,"SAPITT TEST",PROT-MAX-LSBPB-540|1002234111|INTK-REDA-BOI-ARZ-400|1002272282|PROT-MAX-LSBSB-400|PROT-MAX-BPBSBSB-400|AGH-RC-C-ARZ-400|1002249737|CBL-LEAD-ELC-LPF|PROT-MAX-BSBSBSB-400|1002239522|1002250418|CBL-BLEAD-500-F|1000060087|1002249860|1002245035|PMP-RC-CR-ARZ-400|1002249861|PMP-REDA-CR-ARZ-400|PROT-MAX-LSBPB,MPTPO6000000204:0010|MPTPO1000030:0020|MPTPO1000030:0025
"Maintenance SWI - Muzic - MZGTA-A SL1",	135137,	0003460319,"MZGTA",MZGTA-A,MXT11918
"MFD-ACA-ACB-BCA-BEA-CCA-CDA -FIT2 Maintenance SWI",	0,	0003458578,"MFD Oil",MFD-BCA|MFD-BEA|MFD-CDA|MFD-ACA|MFD-CCA|MFD-ACB,MXT1667
"AquaWatcher Surface (Mobile Version) - FIT-2 - Test Unit SWI",	171847,	0003454587,"cpl_PTDR",EQ-101588235|EQ-100149918|EQ-101588213,MXT336593|MXT336612|MXT336611|MXT336614|MXT336613|MXT336595|MXT336609|MXT336594|MXT336610
"IRDV-BA - Assemble Unit [ce9788] for QC (SL 3) and CE (SL 4) SWIs",	0,	0003458538,"IRDV-BA",IRDV-BA,MXT72599 |MXT7509
"IRDV-BA - Assemble Unit [ce9788] for QC (SL 3) and CE (SL 4) SWIs",	0,	0003458538,"CSB-QA TIFF Testing",CSB-IB|CSB-QA,MXT93626 
"IRDV-BA - Assemble Unit [ce9788] for QC (SL 3) and CE (SL 4) SWIs",	0,	0003458538,"CROSS-OVER Test",H0000XA201,MXT1376
"IRDV-BA - Assemble Unit [ce9788] for QC (SL 3) and CE (SL 4) SWIs",	0,	0003458538,"IRDV-AB",IRDV-AB,MXT29815|MXT5096|MXT4970|MXT5169|MXT29883|MXT29773
"IRDV-BA - Assemble Unit [ce9788] for QC (SL 3) and CE (SL 4) SWIs",	0,	0003458538,"SSB",SSB-AB|SSB-MB|SSB-QA|SSB-IB|SSB-MA,MXT7509
"IRDV-BA - Assemble Unit [ce9788] for QC (SL 3) and CE (SL 4) SWIs",	0,	0003458538,"ASD-MK ADI",ASD-MK,MXT339317|MXT339926|MXT339320|MXT339951
"Muzic GRPT Maintenance SWI Set",	135146,	0003459432,"GRPT",GRPT-CA,MXT28745
"IRDV-KB For Negative Value",	114828,	40a2ca84-6937-40f3-96dc-ee4ad092def3,"FGCA-B ADI",FGCA-B,MXT339673
"EcoScope Collar Inspection [POC]",	9501,	bfe5e1e7-77b4-4391-8a5a-b491dfa4921f,"MDCIX",MDCIX-AA|MDCIX-WA|MDCIX-AB|MDCIX-BA|MDCIX-LA|MDCIX-KA|MDCIX|MDCIX-GA,MXT339987|MXT339988
"EcoScope Collar Inspection [POC]",	9501,	bfe5e1e7-77b4-4391-8a5a-b491dfa4921f,"ASD-MK ADI",ASD-MK,MXT339927|MXT339241|MXT56589|MXT331264|MXT331265|MXT336368
"After - Run in Hole",	773,	0296d200-6d56-440c-8687-ea1768f40e17,"FMF",FMF-G|FMF-GC|FMF-GK|FMF-F|FMF-GBH|FMF-FHC|FMF-GCC|FMF-FC|FMF-GHC|FMF-FCC|FMF-GD|FMF-CCM|FMF-GB|FMF-FN|FMF-AA|FMF-GH|FMF-GL|FMF-GP|FMF-NHC,MXT1376
"Coflexip flexible steel pipe – SL2 Maintenance SWI",	76172,	0003448874,"cpl_PKR-WLAK-45",EQ-A1001-145-00003,MXT336993
"Access Knowledge",	6928,	024bdb68-e457-4dff-be7e-cdc7a306a0aa,"cpl_ALT-SAN-QXMP-DA",EQ-45973-A02-00001,I4250024611100
"MMA-BD - SL 0",	895717,	MMA_BD-0,"MMA-BD Asset Family",MMA-BD,SL0
"Inspect Seal Assembly",	124771,	00754cf2-9094-43bd-98e7-93ccec1e7453,"als_INTK-REDA-RF-ARZ",EQ-100439730|EQ-ZR1162254|EQ-100439731|EQ-1178698|EQ-1260249|EQ-1260256|EQ-1162254|EQ-1266253|EQ-1266279,P0012002
"MT Execute R1 Requirements ( mandatory steps )",	322470,	2122b9c1-ec56-4380-a613-e13dba0a0ac0,"E2E with Content Asset Type List",1002233981|EQ-19247|EQ-101400223|Q-80022216|EQ-M-525-40-001|EQ-M805707|IV-SKF-45|1002233964|EQ-80010712|EQ-80010677|EQ-SSM57501P0312|EQ-80011535|AH-104|SLIPS|QVXP-F|EQ-80034732|EQ-80038468|EQ-80004112|CL-PSTRIP|EQ-71001260|EQ-100002878|EQ-103467717|ARCONN,MXT113892|MXT119013|MXT119014|MXT118262|MXT118265|MXT118544|MXT118542|MXT113889|MXT113891|MXT118502|MXT118504|MXT136273
"MT Execute R1 Requirements ( mandatory steps )",	322470,	2122b9c1-ec56-4380-a613-e13dba0a0ac0,"SSB-QA for inspect testing - QA",SSB-QA,MXT45747
"MT Execute R1 Requirements ( mandatory steps )",	322470,	2122b9c1-ec56-4380-a613-e13dba0a0ac0,"TFTV-FEB",TFTV-FEB,MXT7509
"MT Execute R1 Requirements ( mandatory steps )",	322470,	2122b9c1-ec56-4380-a613-e13dba0a0ac0,"WPHC-H",WPHC-H,MXT7509
"Coflexip flexible steel pipe - SL3 Maintenance SWI",	76174,	0003444885,"cpl_SOLOCONN",EQ-101143778|EQ-100748275|EQ-100485259,MXT336722
" Test TLM - [substep Content check]",	172836,	df763af0-dd19-4c2d-84da-9a489933a729,"ASD-MK ADI",ASD-MK,MXT328403
"Test TLM - MT Execute - All service actuals in 1 step",	172068,	9a31088d-5c59-44bc-bdf1-1fa52759d9bb,"E2E with Content Asset Type List",AH-104|QVXP-F|SLIPS|EQ-80011535|EQ-80010677|EQ-SSM57501P0312|EQ-80010712|1002233964|IV-SKF-45|EQ-M805707|EQ-M-525-40-001|EQ-19247|EQ-101400223|Q-80022216|1002233981|EQ-80038468|EQ-80034732|EQ-71001260|CL-PSTRIP|EQ-80004112|ARCONN|EQ-103467717|EQ-100002878,MXT328451
"MT Inspect Version 22",	625843,	76ea0106-96e3-4f25-a48d-1a1c82c069d3,"EESD-BAB QA Testing",EESD-BAB,MXT136377
"Acknowledge Goods Reception",	8656,	ae5ae3c1-1f1b-4a79-8c62-3831a50d4191,"GENPT WORKRIGHT",GENPT,MXT271287|MXT271286|MXT271285
"Acknowledge Goods Reception",	8656,	ae5ae3c1-1f1b-4a79-8c62-3831a50d4191,"MZLS-A TESTINS",MZLS-A,MXT102720
"FHD-G*-H* - SL1-TRIM (Test) Maintenance SWI",	0,	0003453726,"FHD",FHD-HE|FHD-HC|FHD-GH|FHD-HCB|FHD-G|FHD-HCC|FHD-HD|FHD-GK|FHD-H|FHD-GHB|FHD-HDK,MXT5156
"MSSB-MC - SL 4",	8703,	MSSB_MC-4,"MSSB-MC Asset Family",MSSB-MC,SL4
"MFD-ACA-ACB-BCA-BEA-CCA-CDA SL1-TRIM (Test) Maintenance SWI",	0,	0003458668,"MFD Oil",MFD-CDA|MFD-ACA|MFD-CCA|MFD-ACB|MFD-BEA|MFD-BCA,MXT5125
"Pressure Test 9-5/8 x 6.00 Quantum Type III Service Tool - Standard",	312980,	0003508699,"TFTV-FEB",TFTV-FEB,MXT69363
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"E2E with Content Asset Type List",EQ-SSM57501P0312|EQ-80010677|EQ-80010712|AH-104|EQ-80011535|SLIPS|QVXP-F|1002233981|Q-80022216|EQ-19247|EQ-101400223|IV-SKF-45|EQ-M805707|1002233964|EQ-M-525-40-001|EQ-103467717|ARCONN|EQ-100002878|EQ-80004112|EQ-71001260|CL-PSTRIP|EQ-80034732|EQ-80038468,MXT271341|MXT271969|MXT328423|MXT271947|MXT328473|0013|0012
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"QWGC-C ABC",QWGC-B|QWGC-A|QWGC-C,MXT271540|MXT64562
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"GSB Asset For Inspect",GSB-LD20,MXT70839|MXT42728|MXT336474
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"PIPK-F QA",PIPK-F,MXT271427|MXT271426|MXT271602|MXT325146 |MXT55820|MXT328498|MXT328499
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"ASD-MK ADI",ASD-MK,MXT18616|MXT339867|MXT55556|MXT68029|MXT331321|MXT331322|MXT328618|MXT328619|MXT328430|MXT328431|MXT328432|MXT328433|MXT331304|MXT331305|MXT325146 |MXT73387|MXT331359|MXT331360|MXT331361|MXT331246|MXT331247|MXT331250|MXT331251|MXT331227|MXT336338|MXT336339|MXT331326|MXT331327|MXT331328|MXT271860|MXT336470|MXT336471|MXT336367|MXT336366 |MXT331287|MXT331288|mxt330405|MXT328740|MXT328741|MXT330401|MXT331241|MXT331248|MXT331249|MXT331228|MXT338251|MXT338252|MXT328749|MXT330395|MXT330396|MXT330397|MXT330400|MXT338892|MXT336783|MXT336784|MXT336785|MXT336607|MXT338123|MXT338124|MXT336752|MXT325146
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"PFPM-GAB01",PFPM-GAB,MXT271664|MXT271665|MXT271666|MXT271667|MXT271668|MXT271669|MXT271670|MXT271662|MXT271663
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"LDCA-C QA  Testing",LDCA-C,MXT30775
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"SBTX-A QA",SBTX-A,MXT271430|MXT271429
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"PIPK-DJ-C QA",PIPK-DJ-C,MXT339876
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"RCAR-DA Family",RCAR-DA|RCAR-FD,MXT339470|MXT32395|MXT59858|MXT57892|MXT338133
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"WPHC-F Materials Testing",WPHC-F,MXT271389|MXT271390
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"SPMC Asset for QA Testing",SPMC-20,MXT118813|MXT6693|MXT325146|MXT23277
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"NBPA-A TESTING",NBPA-A,MXT271432|MXT271431
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"CSB-EA",CSB-EA,MXT339470
"Determine Service Deliverables",	8658,	72b27ad1-0cc8-46e0-92ab-ad4b29832cac,"SAJ-BA ADI",SAJ-BA,MXT271406|MXT271407
"MDCIX-AA - SL 3",	279938,	MDCIX_AA-3,"MDCIX",MDCIX-BA|MDCIX-AB|MDCIX-WA|MDCIX-AA|MDCIX-LA|MDCIX-KA|MDCIX|MDCIX-GA,SL3
"[Test TLM] - MT New Web Performance Test - 1  ",	114891,	db16f539-9d33-46be-8b7d-f63127bd10c5,"ASD-MK ADI",ASD-MK,MXT339947
"4 - Valve FMF SL2/Q-Check (Mechanical Competency) Condition Based Maintenance SWI High Tier",	171940,	0003589143,"FMF",FMF-G|FMF-GC|FMF-GK|FMF-F|FMF-GBH|FMF-FHC|FMF-GCC|FMF-FC|FMF-FCC|FMF-GHC|FMF-GD|FMF-CCM|FMF-GB|FMF-GP|FMF-NHC|FMF-FN|FMF-AA|FMF-GL|FMF-GH,MXT195204
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_IV-STR6-56",EQ-100387904,I4250029111050
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-SAN-QMFL-60",EQ-101409607,I4250028211040
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_EC_WTLS-PT",EQ-100012517,I4250029811010
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_RDA-70",EQ-80017214|EQ-80062339|EQ-71000347,I4250026011040
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-SAN-QMNM-60",EQ-100930925|EQ-101189602,I4250027211010
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-LH-9SCA",EQ-80057291|EQ-103367865|EQ-80024304|EQ-80024303,I4250023711020
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"als_AGH-REDA-C-ARZ",EQ-100215496|EQ-101571067|EQ-2010102|EQ-100445664|EQ-102761080|EQ-100618714|EQ-100215338|EQ-100215499|EQ-100251565|EQ-101903566|EQ-100567902|EQ-2011624|EQ-2010100|EQ-101188686|EQ-101182637|EQ-100215336|EQ-101182698|EQ-102022796|EQ-100627204|EQ-100215492|EQ-100282057|EQ-101321650|EQ-100376145|EQ-101320683|EQ-100660193|EQ-100208102|EQ-101431362|EQ-2010106|EQ-101377914|EQ-101026083|EQ-100170150|EQ-100135613|EQ-101452751|EQ-101519236|EQ-101187044|EQ-100111966|EQ-100401543|EQ-101373790|EQ-100156465|EQ-100471024|EQ-100975986|EQ-100518659|EQ-100197789|EQ-101187046|EQ-101711949|EQ-102761081|EQ-102018873|EQ-2010103|EQ-100619102|EQ-2010105|EQ-101188693|EQ-100215475|EQ-102877733|EQ-103138080|EQ-100567950|EQ-101187872|EQ-2010127|EQ-100377108|EQ-100264663|EQ-102736100|EQ-100215330|EQ-100215477|EQ-100196719|EQ-102735454|EQ-102057888|EQ-2010110|EQ-100674276|EQ-100619159|EQ-100178447|EQ-100215325|EQ-2010107|EQ-2010128|EQ-100437206|EQ-2010101|EQ-100027281|EQ-100215490|EQ-101461202,I4250020210020|I4250020110020
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-LH-RT-7CRT",EQ-71000379|EQ-80038461|EQ-80035862|EQ-80035856|EQ-71000261,I4250026011070|I4250025911090
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-SAN-QMT4ST-HF-VS-N-2",EQ-101401676,I4250027711090
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"als_AGH-REDA-CR-ES",EQ-100453565|EQ-100830701|EQ-100576055|EQ-101923197|EQ-103138511|EQ-102759639|EQ-102911914|EQ-1254606|EQ-1295997|EQ-1295955|EQ-1251743|EQ-100748471|EQ-101366245|EQ-102736157|EQ-100112645|EQ-2004363|EQ-103196320|EQ-123789G|EQ-101072405|EQ-102022607|EQ-101298186|EQ-101467385|EQ-X237890|EQ-1296342|EQ-2004023|EQ-102828734|EQ-102022611|EQ-100629714|EQ-102022606|EQ-101106478|EQ-103062643|EQ-1237890|EQ-103141072|EQ-102022794|EQ-100537230|EQ-101982112|EQ-103196379|EQ-1309376|EQ-100561634|EQ-1309368|EQ-1254622|EQ-101256908|EQ-1296367|EQ-101948021|EQ-100066911|EQ-101300825|EQ-102853151|EQ-102022612|EQ-102949606|EQ-102022608,I4250020110020|I4250020210020
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-SAN-QMFM-60",EQ-101400287|EQ-100080187,I4250029611020
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-SAN-QVAW-NSAZ-40",EQ-100937444,I4250027311070
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_PSPI-AL",EQ-101459861,I4250028311010
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_XBS-50",EQ-103467717,I4250025011010
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"E2E with Content Asset Type List",EQ-103467717|ARCONN|EQ-100002878|EQ-80038468|EQ-80034732|EQ-80004112|CL-PSTRIP|EQ-71001260|EQ-M-525-40-001|1002233964|EQ-M805707|IV-SKF-45|EQ-19247|Q-80022216|EQ-101400223|1002233981|EQ-80010712|EQ-80010677|EQ-SSM57501P0312|AH-104|QVXP-F|SLIPS|EQ-80011535,I4250025011010
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"als_AGH-REDA-CR-ARZ",EQ-100219794|EQ-100990269|EQ-101543549|EQ-102814495|EQ-103230666|EQ-100975987|EQ-100220071|EQ-101340291|EQ-103342855|EQ-2003163|EQ-100219811|EQ-100096294|EQ-101182754|EQ-1335769|EQ-100176929|EQ-100282055|EQ-2011911|EQ-100210156|EQ-102022747|EQ-100436606|EQ-102809205|EQ-100213638|EQ-XR1254564|EQ-102022795|EQ-101930521|EQ-100437257|EQ-103184680|EQ-104442473|EQ-1313295|EQ-101195525|EQ-100217662|EQ-2007921|EQ-101120956|EQ-101431219|EQ-101923152|EQ-100213625|EQ-103116474|EQ-102736147|EQ-103300579|EQ-100135356|EQ-103229588|EQ-101320002|EQ-102856658|EQ-102832241|EQ-102741338|EQ-102832238|EQ-103139085|EQ-101518735|EQ-102817406|EQ-102061907|EQ-100581532|EQ-102759629|EQ-1335447|EQ-103300580|EQ-101429012|EQ-100213082|EQ-101184660|EQ-1340025|EQ-102777784|EQ-101026084|EQ-100437229|EQ-102832212|EQ-1296359|EQ-1254564|EQ-100769857|EQ-101703617|EQ-101133985|EQ-100220069|EQ-102741339|EQ-100213415|EQ-103223612|EQ-100217757|EQ-1344126|EQ-101187054|EQ-103607760|EQ-1295930|EQ-103118802|EQ-2010559|EQ-102018862|EQ-103300581|EQ-100220073|EQ-103215302|EQ-101187958|EQ-102996171|EQ-100264686|EQ-101196157|EQ-100218173|EQ-100218178|EQ-K25458Y|EQ-100685910|EQ-1254572|EQ-100219805|EQ-1328020|EQ-101793164|EQ-102733001|EQ-102736200|EQ-102733024|EQ-100213351|EQ-100217663|EQ-101774401|EQ-100298918|EQ-101706593|EQ-103140937|EQ-101409858|EQ-100987181|EQ-100210158|EQ-100735164|EQ-101759341|EQ-103229074|EQ-1335421|EQ-100213286|EQ-100581548|EQ-102777783|EQ-1295971|EQ-103158475|EQ-101122318|EQ-103134776|EQ-2007919|EQ-102022725|EQ-100213078|EQ-100217760|EQ-101113244|EQ-100244171|EQ-103229844|EQ-101730060|EQ-101448832|EQ-100213667|EQ-103143854|EQ-102759651|EQ-101114199|EQ-103300582|EQ-101612204|EQ-100219800|EQ-101467335|EQ-103203760|EQ-102815044|EQ-100220095|EQ-101037658|EQ-100217758|EQ-100220101|EQ-101304659|EQ-101793152|EQ-2010756|EQ-1296334|EQ-100096604|EQ-103686234|EQ-100156459|EQ-1326693|EQ-102832205|EQ-100213059|EQ-100218168|EQ-104203362|EQ-100882318|EQ-102980184|EQ-2004149|EQ-100904565|EQ-100264493|EQ-100283368|EQ-100213277|EQ-100220068|EQ-102856666|EQ-103158109|EQ-100213411|EQ-102022610|EQ-100816350|EQ-100218176|EQ-101320009|EQ-101105246|EQ-102022736|EQ-101155255,I4250019910020
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-LH-PRODUCT PILOT",EQ-103233978|EQ-80015964|EQ-104444240|EQ-TSN4491005003LE|EQ-103132448|EQ-103159210|EQ-103333873|EQ-EZRD162601001LE|EQ-103154835|EQ-103118678|EQ-103157920|EQ-103175909|EQ-103226512|EQ-103481963|EQ-51004-007-N|EQ-103093995|EQ-102934886|EQ-EZRD372801001LE|EQ-102713020|EQ-80040431|EQ-103154836|EQ-90003104|EQ-103159195|EQ-103162879|EQ-104229671|EQ-103203639|EQ-103197184|EQ-80064571|EQ-103662252|EQ-103118701|EQ-HPS371191900LE|EQ-46200-010-D-LE|EQ-HPS374791900LE|EQ-103303329|EQ-LC45601003LE|EQ-103132462|EQ-103132584|EQ-103143860,I4250024911040|I4250022111070|I4250030211010|I4250024711020|I4250021911090|I4250023211010|I4250027811010|I4250021911010|I4250022811090|I4250022011020|I4250022811070|I4250025011040|I4250022011030|I4250021911030|I4250028111020|I4250021711030|I4250022011070
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_TRAIL-RGL3-12.5K",EQ-103448982,I4250025511070
